pfam_id,ppa_locus,evalue_full_seq,Description
14-3-3|PF00244.21,ppa_stranded_DN29292_c0_g1_i1,1.20E-99,14-3-3
UNC-93|PF05978.17,ppa_stranded_DN21319_c0_g1_i2,8.20E-36,Ion
UNC-93|PF05978.17,ppa_stranded_DN24906_c0_g2_i5,1.30E-57,Ion
UNC-93|PF05978.17,ppa_stranded_DN27143_c0_g1_i1,1.10E-29,Ion
UNC-93|PF05978.17,ppa_stranded_DN30279_c0_g1_i5,1.70E-08,Ion
UNC-93|PF05978.17,ppa_stranded_DN33244_c0_g1_i1,8.70E-38,Ion
UNC-93|PF05978.17,PPA00328,4.10E-42,Ion
UNC-93|PF05978.17,PPA00513,1.60E-38,Ion
UNC-93|PF05978.17,PPA01672,6.60E-39,Ion
UNC-93|PF05978.17,PPA04292,7.20E-44,Ion
UNC-93|PF05978.17,PPA05458,1.40E-33,Ion
UNC-93|PF05978.17,PPA07174,1.60E-60,Ion
UNC-93|PF05978.17,PPA09074,2.50E-61,Ion
UNC-93|PF05978.17,PPA09873,5.30E-36,Ion
UNC-93|PF05978.17,PPA11403,1.80E-35,Ion
UNC-93|PF05978.17,PPA11404,4.50E-37,Ion
UNC-93|PF05978.17,PPA14313,0.002,Ion
UNC-93|PF05978.17,PPA16429,7.90E-39,Ion
UNC-93|PF05978.17,PPA21815,2.90E-30,Ion
UNC-93|PF05978.17,PPA21817,1.50E-32,Ion
UNC-93|PF05978.17,PPA22107,7.10E-18,Ion
UNC-93|PF05978.17,PPA23270,8.50E-43,Ion
UNC-93|PF05978.17,PPA24532,4.40E-09,Ion
UNC-93|PF05978.17,PPA29280,4.50E-132,Ion
UNC-93|PF05978.17,PPA36866,3.50E-39,Ion
UNC-93|PF05978.17,PPA38333,4.00E-47,Ion
UNC-93|PF05978.17,PPA41032,3.20E-42,Ion
UNC-93|PF05978.17,PPA41376,4.30E-41,Ion
UNC-93|PF05978.17,PPA42393,2.10E-11,Ion
UNC45-central|PF11701.9,PPA24866,6.00E-20,Myosin-binding
UNC45-central|PF11701.9,PPA38438,1.20E-22,Myosin-binding
UNC45-central|PF11701.9,PPA38439,1.70E-22,Myosin-binding
UNC80|PF15778.6,PPA17871,5.10E-72,Cation
UPAR_LY6_2|PF16975.6,ppa_stranded_DN190_c0_g1_i1,0.00028,Ly6/PLAUR
UPAR_LY6_2|PF16975.6,PPA35134,0.0024,Ly6/PLAUR
UPAR_LY6|PF00021.22,PPA33355,0.0071,u-PAR/Ly-6
UPAR_LY6|PF00021.22,PPA33383,0.00024,u-PAR/Ly-6
UPF0016|PF01169.20,ppa_stranded_DN21284_c0_g1_i3,3.70E-37,Uncharacterized
UPF0016|PF01169.20,PPA03438,4.10E-10,Uncharacterized
UPF0016|PF01169.20,PPA06872,9.40E-34,Uncharacterized
UPF0016|PF01169.20,PPA25056,2.80E-44,Uncharacterized
UPF0016|PF01169.20,PPA29822,1.10E-36,Uncharacterized
UPF0016|PF01169.20,PPA39341,1.70E-30,Uncharacterized
UPF0020|PF01170.19,ppa_stranded_DN23568_c0_g2_i1,6.20E-11,Putative
UPF0029|PF01205.20,PPA07021,1.50E-36,Uncharacterized
UPF0086|PF01868.17,PPA07464,2.40E-18,Domain
UPF0113_N|PF17833.2,ppa_stranded_DN16250_c0_g2_i1,1.00E-32,UPF0113
UPF0139|PF03669.14,PPA33618,8.20E-46,Uncharacterised
UPF0160|PF03690.14,PPA37729,1.30E-126,Uncharacterised
UPF0172|PF03665.14,PPA26743,1.10E-42,Uncharacterised
UPF0183|PF03676.15,PPA22998,6.60E-101,Uncharacterised
UPF0184|PF03670.14,ppa_stranded_DN8088_c0_g2_i1,0.0024,Uncharacterised
UPF0203|PF05254.13,ppa_stranded_DN30692_c0_g1_i1,1.20E-16,Uncharacterised
UPF0203|PF05254.13,PPA33099,0.0016,Uncharacterised
UPF0220|PF05255.12,PPA19967,4.90E-27,Uncharacterised
UPF0220|PF05255.12,PPA20544,3.30E-43,Uncharacterised
UPF0220|PF05255.12,PPA35748,4.90E-39,Uncharacterised
UPF0220|PF05255.12,PPA42308,3.30E-43,Uncharacterised
UPF0240|PF06784.12,ppa_stranded_DN31686_c2_g2_i5,3.80E-13,Uncharacterised
UPF0542|PF15086.7,PPA35491,6.50E-15,Uncharacterised
UPF0542|PF15086.7,PPA43384,1.60E-05,Uncharacterised
UPF0561|PF10573.10,ppa_stranded_DN19398_c0_g1_i1,2.40E-09,Uncharacterised
UPF0564|PF10595.10,ppa_stranded_DN31560_c2_g1_i2,9.90E-09,Uncharacterised
UPF0669|PF17065.6,ppa_stranded_DN24129_c0_g1_i4,1.50E-13,Putative
UPF1_Zn_bind|PF09416.11,PPA04979,7.30E-64,RNA
UPRTase|PF14681.7,PPA13555,1.20E-38,Uracil
UPRTase|PF14681.7,PPA17167,4.00E-67,Uracil
UQ_con|PF00179.27,Contig3-snapTAU.38,3.50E-19,Ubiquitin-conjugating
UQ_con|PF00179.27,isopolya.5873.2,1.00E-36,Ubiquitin-conjugating
UQ_con|PF00179.27,ppa_stranded_DN12331_c0_g2_i1,1.10E-18,Ubiquitin-conjugating
UQ_con|PF00179.27,ppa_stranded_DN18879_c0_g1_i1,3.70E-44,Ubiquitin-conjugating
UQ_con|PF00179.27,ppa_stranded_DN19527_c0_g2_i1,2.00E-44,Ubiquitin-conjugating
UQ_con|PF00179.27,ppa_stranded_DN23007_c0_g1_i1,1.60E-46,Ubiquitin-conjugating
UQ_con|PF00179.27,ppa_stranded_DN27383_c0_g1_i1,2.20E-53,Ubiquitin-conjugating
UQ_con|PF00179.27,ppa_stranded_DN28371_c0_g1_i1,4.40E-23,Ubiquitin-conjugating
UQ_con|PF00179.27,ppa_stranded_DN28865_c0_g1_i2,2.20E-18,Ubiquitin-conjugating
UQ_con|PF00179.27,ppa_stranded_DN29373_c0_g1_i1,1.20E-49,Ubiquitin-conjugating
UQ_con|PF00179.27,ppa_stranded_DN29709_c1_g3_i1,1.20E-53,Ubiquitin-conjugating
UQ_con|PF00179.27,ppa_stranded_DN31439_c0_g1_i1,6.70E-33,Ubiquitin-conjugating
UQ_con|PF00179.27,ppa_stranded_DN4506_c0_g1_i1,2.20E-48,Ubiquitin-conjugating
UQ_con|PF00179.27,PPA00519,3.20E-30,Ubiquitin-conjugating
UQ_con|PF00179.27,PPA01738,3.20E-41,Ubiquitin-conjugating
UQ_con|PF00179.27,PPA13938,1.40E-12,Ubiquitin-conjugating
UQ_con|PF00179.27,PPA15304,1.00E-10,Ubiquitin-conjugating
UQ_con|PF00179.27,PPA15400,2.40E-41,Ubiquitin-conjugating
UQ_con|PF00179.27,PPA22650,2.40E-18,Ubiquitin-conjugating
UQ_con|PF00179.27,PPA26331,1.30E-29,Ubiquitin-conjugating
UQ_con|PF00179.27,PPA26749,1.60E-09,Ubiquitin-conjugating
UQ_con|PF00179.27,PPA37507,1.80E-43,Ubiquitin-conjugating
UQ_con|PF00179.27,PPA39924,7.70E-23,Ubiquitin-conjugating
UQ_con|PF00179.27,PPA44574,3.90E-27,Ubiquitin-conjugating
Urm1|PF09138.12,ppa_stranded_DN11692_c0_g1_i1,1.10E-30,Urm1
Urocanase|PF01175.19,PPA23637,3.20E-85,Urocanase
Use1|PF09753.10,ppa_stranded_DN27218_c0_g1_i5,2.60E-42,Membrane
Uso1_p115_head|PF04869.15,PPA04138,2.70E-55,Uso1
USP7_C2|PF14533.7,PPA18812,4.70E-48,Ubiquitin-specific
USP8_dimer|PF08969.12,ppa_stranded_DN19596_c0_g1_i1,3.00E-04,USP8
UstYa|PF11807.9,PPA35340,0.0028,Mycotoxin
Utp11|PF03998.14,PPA01746,1.50E-51,Utp11
Utp12|PF04003.13,Iso_D.1126.1,6.90E-19,Dip2/Utp12
Utp13|PF08625.12,PPA32135,7.30E-31,Utp13
Utp14|PF04615.14,ppa_stranded_DN29369_c0_g1_i3,1.90E-98,Utp14
Utp14|PF04615.14,PPA28291,0.00033,Utp14
UTP15_C|PF09384.11,ppa_stranded_DN18847_c0_g1_i1,4.00E-17,UTP15
Utp21|PF04192.13,ppa_stranded_DN10664_c0_g1_i1,1.30E-47,Utp21
UTP25|PF06862.13,ppa_stranded_DN16839_c0_g1_i1,8.20E-116,"Utp25,"
UVR|PF02151.20,PPA25311,9.90E-05,UvrB/uvrC
V_ATPase_I|PF01496.20,ppa_stranded_DN18360_c0_g1_i4,6.70E-280,V-type
V_ATPase_I|PF01496.20,PPA08890,4.00E-261,V-type
V_ATPase_I|PF01496.20,PPA15031,0,V-type
V_ATPase_I|PF01496.20,PPA17320,0.0017,V-type
V_ATPase_I|PF01496.20,PPA18913,0.0037,V-type
V_ATPase_I|PF01496.20,PPA21252,3.60E-248,V-type
V_ATPase_I|PF01496.20,PPA28399,6.70E-252,V-type
V_ATPase_I|PF01496.20,PPA42533,8.80E-301,V-type
V-ATPase_C|PF03223.16,PPA34009,1.40E-147,V-ATPase
V-ATPase_G|PF03179.16,PPA10647,1.40E-34,Vacuolar
V-ATPase_H_N|PF03224.15,ppa_stranded_DN20167_c0_g2_i2,1.80E-96,V-ATPase
V-set|PF07686.18,PPA18340,2.50E-13,Immunoglobulin
V-SNARE_C|PF12352.9,ppa_stranded_DN20929_c0_g1_i2,3.60E-20,Snare
V-SNARE_C|PF12352.9,ppa_stranded_DN33441_c0_g1_i1,2.40E-14,Snare
V-SNARE_C|PF12352.9,PPA18111,0.0099,Snare
V-SNARE_C|PF12352.9,PPA24518,3.60E-21,Snare
V-SNARE_C|PF12352.9,PPA40068,5.00E-04,Snare
Vac14_Fab1_bd|PF12755.8,PPA05712,4.60E-13,Vacuolar
Vac14_Fig4_bd|PF11916.9,Iso_D.14131.1,4.30E-60,Vacuolar
VASP_tetra|PF08776.12,PPA05109,1.60E-08,VASP
VASP_tetra|PF08776.12,PPA42107,1.00E-05,VASP
VASt|PF16016.6,PPA05013,2.60E-23,VAD1
VASt|PF16016.6,PPA41972,3.90E-20,VAD1
vATP-synt_AC39|PF01992.17,PPA12036,2.20E-112,ATP
vATP-synt_E|PF01991.19,ppa_stranded_DN29897_c0_g3_i1,7.40E-66,ATP
VCBS|PF13517.7,ppa_stranded_DN27605_c1_g1_i2,5.40E-17,Repeat
VESA1_N|PF12785.8,PPA44504,0.0032,Variant
VHL|PF01847.17,PPA17694,1.90E-08,VHL
VHS|PF00790.20,ppa_stranded_DN19940_c0_g2_i1,1.90E-40,VHS
VHS|PF00790.20,PPA07067,1.40E-30,VHS
VHS|PF00790.20,PPA18806,8.80E-29,VHS
VHS|PF00790.20,PPA18837,1.10E-34,VHS
Vicilin_N|PF04702.13,PPA43175,0.0017,Vicilin
Vinculin|PF01044.20,Iso_D.10714.1,0,Vinculin
Vinculin|PF01044.20,ppa_stranded_DN21256_c0_g1_i1,1.60E-143,Vinculin
Vinculin|PF01044.20,ppa_stranded_DN29415_c2_g1_i2,1.50E-43,Vinculin
VipB|PF05943.13,UMM-S13-7.72-mRNA-1_frag,0.00083,"EvpB/VC_A0108,"
VIT|PF08487.11,PPA18765,1.00E-22,Vault
Vitellogenin_N|PF01347.23,ppa_stranded_DN31543_c0_g1_i1,9.90E-118,Lipoprotein
Vitellogenin_N|PF01347.23,PPA01148,0.0015,Lipoprotein
Vitellogenin_N|PF01347.23,PPA03812,1.30E-121,Lipoprotein
Vitellogenin_N|PF01347.23,PPA05398,2.10E-117,Lipoprotein
Vitellogenin_N|PF01347.23,PPA10513,1.30E-98,Lipoprotein
Vitellogenin_N|PF01347.23,PPA13553,1.40E-118,Lipoprotein
Vitellogenin_N|PF01347.23,PPA21884,6.70E-117,Lipoprotein
Vitellogenin_N|PF01347.23,PPA34113,1.10E-100,Lipoprotein
Vitellogenin_N|PF01347.23,PPA40130,1.50E-122,Lipoprotein
VKOR|PF07884.15,PPA40194,6.00E-19,Vitamin
VlpA_repeat|PF04649.13,ppa_stranded_DN30907_c3_g3_i8,0.0011,Mycoplasma
Vma12|PF11712.9,PPA09624,5.70E-28,Endoplasmic
Vma12|PF11712.9,PPA37965,1.30E-23,Endoplasmic
VMA21|PF09446.11,ppa_stranded_DN29123_c7_g1_i1,4.90E-10,VMA21-like
Voldacs|PF03517.14,ppa_stranded_DN26058_c3_g1_i2,3.50E-28,Regulator
Voltage_CLC|PF00654.21,ppa_stranded_DN24375_c0_g1_i2,1.40E-95,Voltage
Voltage_CLC|PF00654.21,ppa_stranded_DN48045_c0_g1_i1,2.00E-49,Voltage
Voltage_CLC|PF00654.21,ppa_stranded_DN48227_c0_g1_i1,1.50E-82,Voltage
Voltage_CLC|PF00654.21,ppa_stranded_DN8386_c0_g1_i1,2.20E-99,Voltage
Voltage_CLC|PF00654.21,PPA04744,1.40E-78,Voltage
Voltage_CLC|PF00654.21,PPA06182,4.70E-09,Voltage
Voltage_CLC|PF00654.21,PPA06983,5.30E-23,Voltage
Voltage_CLC|PF00654.21,PPA22362,1.70E-78,Voltage
Voltage_CLC|PF00654.21,PPA23423,2.90E-78,Voltage
Voltage_CLC|PF00654.21,PPA24210,6.00E-70,Voltage
Voltage_CLC|PF00654.21,PPA28022,4.30E-78,Voltage
Voltage_CLC|PF00654.21,PPA39095,6.20E-78,Voltage
Voltage_CLC|PF00654.21,PPA39296,9.80E-72,Voltage
Voltage_CLC|PF00654.21,PPA42195,0.0064,Voltage
VPS13_C|PF16909.6,PPA43958,1.10E-41,Vacuolar-sorting-associated
VPS13_mid_rpt|PF16910.6,PPA36091,2.90E-34,Repeating
VPS13_mid_rpt|PF16910.6,PPA43957,1.80E-65,Repeating
Vps16_C|PF04840.13,PPA39073,3.60E-06,"Vps16,"
Vps16_N|PF04841.14,PPA40074,1.30E-46,"Vps16,"
Vps26|PF03643.16,PPA05047,4.90E-123,Vacuolar
VPS28|PF03997.13,PPA34087,1.30E-51,VPS28
Vps35|PF03635.18,PPA25356,2.00E-209,Vacuolar
Vps39_1|PF10366.10,PPA11755,1.10E-28,Vacuolar
Vps39_2|PF10367.10,PPA08965,9.40E-11,Vacuolar
Vps5|PF09325.11,PPA12972,1.30E-19,Vps5
Vps5|PF09325.11,PPA35767,7.30E-64,Vps5
Vps51|PF08700.12,ppa_stranded_DN24494_c0_g3_i5,7.40E-13,Vps51/Vps67
Vps51|PF08700.12,ppa_stranded_DN27001_c1_g1_i1,1.30E-06,Vps51/Vps67
Vps51|PF08700.12,PPA27844,4.20E-21,Vps51/Vps67
Vps52|PF04129.13,PPA36977,3.50E-133,Vps52
Vps53_N|PF04100.13,Contig199-snapTAU.1,3.30E-124,"Vps53-like,"
Vps54|PF07928.13,ppa_stranded_DN16840_c0_g2_i2,1.50E-39,Vps54-like
Vps55|PF04133.15,PPA39947,5.20E-34,Vacuolar
Vps8|PF12816.8,PPA32566,5.10E-40,Golgi
VPS9|PF02204.19,Iso_D.577.2,6.70E-15,Vacuolar
VPS9|PF02204.19,ppa_stranded_DN31544_c1_g3_i1,3.40E-24,Vacuolar
VPS9|PF02204.19,PPA32947,3.40E-20,Vacuolar
Vpu|PF00558.20,ppa_stranded_DN28701_c0_g1_i2,0.0012,Vpu
VRR_NUC|PF08774.12,Iso_D.1457.1,9.60E-15,VRR-NUC
Vta1|PF04652.17,ppa_stranded_DN27161_c0_g1_i1,1.60E-36,Vta1
VWA_2|PF13519.7,Contig80-snapTAU.67,6.90E-10,von
VWA_2|PF13519.7,Contig87-snapTAU.2,3.60E-07,von
VWA_2|PF13519.7,ppa_stranded_DN27720_c0_g1_i1,2.20E-10,von
VWA_2|PF13519.7,PPA06709,2.60E-08,von
VWA_2|PF13519.7,PPA10018,4.70E-06,von
VWA_2|PF13519.7,PPA15131,1.30E-16,von
VWA_2|PF13519.7,PPA27757,1.70E-21,von
VWA_N|PF08399.12,PS312_c13632_g1_i2,4.70E-24,VWA
VWA|PF00092.29,Contig142-snapTAU.32,8.70E-37,von
VWA|PF00092.29,Contig71-snapTAU.8,1.10E-124,von
VWA|PF00092.29,Contig8-snapTAU.423,1.20E-10,von
VWA|PF00092.29,ppa_stranded_DN10885_c0_g2_i1,3.50E-05,von
VWA|PF00092.29,ppa_stranded_DN19105_c0_g2_i1,1.70E-51,von
VWA|PF00092.29,ppa_stranded_DN26437_c0_g2_i1,8.80E-16,von
VWA|PF00092.29,ppa_stranded_DN30975_c0_g1_i5,3.70E-28,von
VWA|PF00092.29,ppa_stranded_DN31577_c4_g1_i3,1.10E-16,von
VWA|PF00092.29,PPA00261,1.20E-06,von
VWA|PF00092.29,PPA05313,1.20E-55,von
VWA|PF00092.29,PPA07603,1.80E-44,von
VWA|PF00092.29,PPA09931,1.60E-38,von
VWA|PF00092.29,PPA11098,1.80E-138,von
VWA|PF00092.29,PPA15840,5.30E-24,von
VWA|PF00092.29,PPA17558,5.90E-43,von
VWA|PF00092.29,PPA18692,3.50E-18,von
VWA|PF00092.29,PPA19569,9.50E-12,von
VWA|PF00092.29,PPA22055,1.80E-29,von
VWA|PF00092.29,PPA27907,2.10E-22,von
VWA|PF00092.29,PPA36042,3.90E-26,von
VWA|PF00092.29,PPA38113,7.30E-05,von
VWA|PF00092.29,PPA39001,1.50E-07,von
VWA|PF00092.29,PPA39941,1.70E-08,von
VWA|PF00092.29,PPA40146,2.80E-15,von
VWA|PF00092.29,PPA41737,3.50E-10,von
VWC|PF00093.19,ppa_stranded_DN27450_c0_g2_i1,4.50E-09,von
VWC|PF00093.19,PPA14135,1.70E-24,von
W2|PF02020.19,ppa_stranded_DN26494_c0_g3_i2,1.10E-15,eIF4-gamma/eIF5/eIF2-epsilon
W2|PF02020.19,PPA36362,0.0037,eIF4-gamma/eIF5/eIF2-epsilon
WAC_Acf1_DNA_bd|PF10537.10,Contig6-snapTAU.412,6.20E-29,ATP-utilising
WAC_Acf1_DNA_bd|PF10537.10,ppa_stranded_DN30694_c4_g2_i2,7.00E-08,ATP-utilising
WAP|PF00095.22,ppa_stranded_DN18809_c0_g2_i1,0.00018,WAP-type
WAPL|PF07814.14,PPA29940,3.20E-52,Wings
WASH_WAHD|PF11945.9,ppa_stranded_DN27346_c0_g1_i2,8.70E-28,WAHD
WASH-7_C|PF14746.7,Iso_D.14744.1,0.0076,WASH
WASH-7_mid|PF14744.7,ppa_stranded_DN30029_c2_g2_i1,4.20E-119,WASH
WBP-1|PF11669.9,ppa_stranded_DN12199_c0_g1_i1,0.0035,WW
WBP-1|PF11669.9,ppa_stranded_DN25060_c0_g1_i2,0.0031,WW
WBP-1|PF11669.9,ppa_stranded_DN25873_c0_g3_i2,0.00027,WW
WBP-1|PF11669.9,ppa_stranded_DN30540_c0_g1_i5,0.0018,WW
WBP-1|PF11669.9,PPA24534,0.00015,WW
WBP-1|PF11669.9,PPA29129,0.0076,WW
WBP-1|PF11669.9,PPA37717,0.00024,WW
WBP-1|PF11669.9,PPA39300,4.70E-07,WW
Wbp11|PF09429.11,PPA22396,0.00034,WW
Wbp11|PF09429.11,PPA39432,5.10E-16,WW
Wbp11|PF09429.11,PPA42861,6.80E-16,WW
WBS_methylT|PF12589.9,PPA37603,8.70E-14,Methyltransferase
WD40_2|PF19056.1,ppa_stranded_DN17766_c0_g1_i1,0.00017,WD40
WD40_2|PF19056.1,PPA08473,3.20E-48,WD40
WD40_3|PF15911.6,ppa_stranded_DN19232_c0_g1_i1,4.40E-16,WD
WD40_4|PF16300.6,PPA00939,4.20E-31,Type
WD40_like|PF17005.6,PPA34977,2.50E-05,WD40-like
WD40|PF00400.33,Contig103-snapTAU.33,3.00E-18,WD
WD40|PF00400.33,Contig103-snapTAU.35,4.80E-17,WD
WD40|PF00400.33,Contig15-snapTAU.261,3.30E-09,WD
WD40|PF00400.33,Contig3-snapTAU.39,5.00E-21,WD
WD40|PF00400.33,Contig3-snapTAU.403,1.90E-18,WD
WD40|PF00400.33,Contig33-snapTAU.1,1.00E-21,WD
WD40|PF00400.33,Contig41-snapTAU.80,0.00032,WD
WD40|PF00400.33,Contig48-snapTAU.5,1.50E-32,WD
WD40|PF00400.33,Contig61-snap.66,1.70E-45,WD
WD40|PF00400.33,Contig65-snapTAU.1,1.10E-25,WD
WD40|PF00400.33,Iso_D.13070.2,1.50E-06,WD
WD40|PF00400.33,Iso_D.3447.1,6.00E-14,WD
WD40|PF00400.33,Iso_D.4334.3,3.70E-22,WD
WD40|PF00400.33,isopolya.912.1,2.40E-45,WD
WD40|PF00400.33,isototal.2808.1,7.10E-12,WD
WD40|PF00400.33,isototal.956.1,5.70E-09,WD
WD40|PF00400.33,ppa_stranded_DN10041_c0_g1_i1,3.50E-47,WD
WD40|PF00400.33,ppa_stranded_DN12679_c1_g1_i1,7.70E-12,WD
WD40|PF00400.33,ppa_stranded_DN14763_c0_g2_i1,2.00E-44,WD
WD40|PF00400.33,ppa_stranded_DN18802_c0_g1_i1,1.00E-18,WD
WD40|PF00400.33,ppa_stranded_DN19153_c0_g1_i1,4.70E-23,WD
WD40|PF00400.33,ppa_stranded_DN19163_c0_g2_i1,6.80E-26,WD
WD40|PF00400.33,ppa_stranded_DN19175_c0_g1_i1,6.10E-28,WD
WD40|PF00400.33,ppa_stranded_DN19845_c0_g1_i1,3.20E-15,WD
WD40|PF00400.33,ppa_stranded_DN20113_c0_g1_i1,6.90E-10,WD
WD40|PF00400.33,ppa_stranded_DN21210_c0_g2_i1,8.30E-08,WD
WD40|PF00400.33,ppa_stranded_DN23411_c0_g1_i1,1.30E-05,WD
WD40|PF00400.33,ppa_stranded_DN23945_c0_g2_i1,1.20E-23,WD
WD40|PF00400.33,ppa_stranded_DN24890_c0_g1_i1,1.40E-42,WD
WD40|PF00400.33,ppa_stranded_DN25196_c0_g1_i1,1.20E-38,WD
WD40|PF00400.33,ppa_stranded_DN25319_c0_g1_i2,1.40E-15,WD
WD40|PF00400.33,ppa_stranded_DN25548_c0_g1_i4,7.30E-28,WD
WD40|PF00400.33,ppa_stranded_DN25798_c0_g1_i4,2.70E-11,WD
WD40|PF00400.33,ppa_stranded_DN25823_c1_g1_i1,3.10E-14,WD
WD40|PF00400.33,ppa_stranded_DN26058_c2_g1_i2,3.80E-06,WD
WD40|PF00400.33,ppa_stranded_DN26418_c0_g2_i1,1.20E-09,WD
WD40|PF00400.33,ppa_stranded_DN26744_c0_g1_i1,1.70E-07,WD
WD40|PF00400.33,ppa_stranded_DN27382_c2_g1_i3,2.80E-26,WD
WD40|PF00400.33,ppa_stranded_DN27388_c0_g1_i1,4.70E-22,WD
WD40|PF00400.33,ppa_stranded_DN29024_c0_g1_i1,1.20E-19,WD
WD40|PF00400.33,ppa_stranded_DN29224_c1_g1_i4,2.30E-09,WD
WD40|PF00400.33,ppa_stranded_DN29678_c0_g3_i4,1.90E-05,WD
WD40|PF00400.33,ppa_stranded_DN29735_c0_g1_i1,7.10E-12,WD
WD40|PF00400.33,ppa_stranded_DN30077_c0_g1_i2,4.00E-23,WD
WD40|PF00400.33,ppa_stranded_DN30986_c0_g2_i4,3.90E-23,WD
WD40|PF00400.33,ppa_stranded_DN30992_c1_g8_i5,4.20E-06,WD
WD40|PF00400.33,ppa_stranded_DN31330_c1_g1_i2,8.50E-12,WD
WD40|PF00400.33,ppa_stranded_DN31610_c0_g2_i1,1.40E-55,WD
WD40|PF00400.33,ppa_stranded_DN31678_c0_g4_i1,1.10E-14,WD
WD40|PF00400.33,ppa_stranded_DN36551_c0_g1_i1,5.40E-42,WD
WD40|PF00400.33,PPA00309,5.10E-63,WD
WD40|PF00400.33,PPA00326,1.40E-44,WD
WD40|PF00400.33,PPA00704,3.40E-08,WD
WD40|PF00400.33,PPA02452,2.90E-16,WD
WD40|PF00400.33,PPA02890,2.20E-26,WD
WD40|PF00400.33,PPA02891,3.30E-05,WD
WD40|PF00400.33,PPA03064,4.80E-34,WD
WD40|PF00400.33,PPA08122,0.005,WD
WD40|PF00400.33,PPA09345,5.90E-36,WD
WD40|PF00400.33,PPA11097,5.80E-37,WD
WD40|PF00400.33,PPA11542,9.60E-06,WD
WD40|PF00400.33,PPA11563,1.50E-29,WD
WD40|PF00400.33,PPA12821,2.20E-12,WD
WD40|PF00400.33,PPA12842,0.00051,WD
WD40|PF00400.33,PPA14065,1.60E-18,WD
WD40|PF00400.33,PPA15330,3.90E-10,WD
WD40|PF00400.33,PPA16783,2.90E-19,WD
WD40|PF00400.33,PPA16898,7.80E-17,WD
WD40|PF00400.33,PPA17078,1.80E-12,WD
WD40|PF00400.33,PPA18289,1.00E-15,WD
WD40|PF00400.33,PPA18604,1.70E-26,WD
WD40|PF00400.33,PPA18769,4.60E-14,WD
WD40|PF00400.33,PPA18881,4.30E-07,WD
WD40|PF00400.33,PPA19309,1.10E-14,WD
WD40|PF00400.33,PPA21397,1.00E-20,WD
WD40|PF00400.33,PPA21709,1.00E-24,WD
WD40|PF00400.33,PPA24042,8.50E-22,WD
WD40|PF00400.33,PPA24698,9.60E-12,WD
WD40|PF00400.33,PPA30018,3.40E-13,WD
WD40|PF00400.33,PPA34326,6.40E-08,WD
WD40|PF00400.33,PPA34382,3.00E-20,WD
WD40|PF00400.33,PPA34662,9.30E-11,WD
WD40|PF00400.33,PPA35173,5.10E-07,WD
WD40|PF00400.33,PPA35594,1.10E-40,WD
WD40|PF00400.33,PPA35691,1.30E-36,WD
WD40|PF00400.33,PPA35720,1.20E-15,WD
WD40|PF00400.33,PPA36334,1.60E-05,WD
WD40|PF00400.33,PPA36354,1.80E-27,WD
WD40|PF00400.33,PPA36630,7.80E-12,WD
WD40|PF00400.33,PPA37019,8.10E-14,WD
WD40|PF00400.33,PPA38617,7.00E-29,WD
WD40|PF00400.33,PPA38853,8.70E-21,WD
WD40|PF00400.33,PPA39873,7.80E-09,WD
WD40|PF00400.33,PPA39917,2.10E-26,WD
WD40|PF00400.33,PPA40329,4.40E-23,WD
WD40|PF00400.33,PPA40344,1.60E-25,WD
WD40|PF00400.33,PPA42005,6.60E-18,WD
WD40|PF00400.33,PPA42332,2.10E-41,WD
WGG|PF10273.10,ppa_stranded_DN29406_c3_g1_i2,1.30E-13,Pre-rRNA-processing
WGR|PF05406.16,PPA40827,1.20E-16,WGR
WH1|PF00568.24,ppa_stranded_DN26110_c1_g1_i2,1.80E-12,WH1
WH1|PF00568.24,ppa_stranded_DN31224_c1_g1_i6,2.80E-14,WH1
WH1|PF00568.24,PPA19864,0.0088,WH1
WH2|PF02205.21,ppa_stranded_DN24580_c0_g2_i1,9.70E-06,WH2
WH2|PF02205.21,ppa_stranded_DN29742_c1_g1_i2,5.80E-11,WH2
WH2|PF02205.21,PPA02371,0.00062,WH2
WH2|PF02205.21,PPA04047,0.00059,WH2
Wheel|PF18972.1,PPA35223,6.50E-11,Cns1/TTC4
WHEP-TRS|PF00458.21,ppa_stranded_DN31117_c5_g2_i2,9.90E-30,WHEP-TRS
wnt|PF00110.20,ppa_stranded_DN21327_c0_g1_i1,9.10E-79,wnt
wnt|PF00110.20,ppa_stranded_DN26334_c0_g1_i2,5.70E-64,wnt
wnt|PF00110.20,ppa_stranded_DN31506_c2_g2_i4,3.60E-103,wnt
wnt|PF00110.20,PPA08989,4.30E-107,wnt
WRW|PF10206.10,ppa_stranded_DN5006_c0_g1_i1,1.80E-34,Mitochondrial
WW|PF00397.27,ppa_stranded_DN21846_c0_g1_i1,3.10E-08,WW
WW|PF00397.27,ppa_stranded_DN28496_c0_g3_i1,8.50E-10,WW
WW|PF00397.27,ppa_stranded_DN29035_c0_g1_i5,2.80E-06,WW
WW|PF00397.27,PPA18865,7.50E-08,WW
WW|PF00397.27,PPA21699,2.60E-07,WW
WW|PF00397.27,PPA38215,1.10E-05,WW
WW|PF00397.27,PPA38627,0.00032,WW
WW|PF00397.27,PPA43490,0.00048,WW
WWE|PF02825.21,ppa_stranded_DN27421_c0_g1_i2,3.10E-09,WWE
